 Transaction_date;Product;Price;Payment_Type
01/13/2009 08:20;Product1;1200;Mastercard
01/13/2009 11:31;Product1;1200;Visa
01/05/2009 11:21;Product1;1200;Visa
01/31/2009 09:12;Product1;1200;Visa
01/31/2009 09:00;Product1;1200;Visa
01/22/2009 12:32;Product1;1200;Mastercard
01/26/2009 04:53;Product1;1200;Visa
01/09/2009 03:38;Product1;1200;Visa
01/05/2009 13:07;Product1;1200;Visa
01/15/2009 15:26;Product1;1200;Visa
01/08/2009 08:11;Product1;1200;Diners
01/24/2009 10:23;Product1;1200;Visa
01/01/2009 16:00;Product1;1200;Visa
01/16/2009 12:47;Product1;1200;Visa
01/02/2009 07:47;Product1;1200;Diners
01/10/2009 08:13;Product1;1200;Mastercard
01/27/2009 02:32;Product1;1200;Visa
01/18/2009 13:36;Product1;1200;Amex
01/18/2009 11:42;Product1;1200;Visa
01/30/2009 11:56;Product1;1200;Mastercard
01/14/2009 01:28;Product1;1200;Mastercard
01/05/2009 15:23;Product1;1200;Visa
01/24/2009 07:18;Product2;3600;Visa
01/14/2009 12:33;Product1;1200;Visa
01/01/2009 12:42;Product1;1200;Visa
01/15/2009 05:11;Product2;3600;Visa
01/19/2009 10:13;Product2;3600;Mastercard
01/08/2009 03:29;Product1;1200;Visa
01/07/2009 13:28;Product1;1200;Visa
01/02/2009 14:14;Product1;1200;Diners
01/28/2009 16:17;Product1;1200;Mastercard
01/04/2009 12:53;Product1;1200;Diners
01/08/2009 02:46;Product1;1200;Mastercard
01/04/2009 04:05;Product1;1200;Mastercard
01/19/2009 06:50;Product1;1200;Visa
01/13/2009 13:36;Product1;1200;Visa
01/20/2009 05:53;Product1;1200;Diners
01/09/2009 14:55;Product1;1200;Visa
01/27/2009 03:19;Product1;1200;Mastercard
01/22/2009 05:39;Product2;3600;Visa
01/22/2009 09:48;Product2;3600;Mastercard
01/02/2009 07:03;Product1;1200;Visa
01/02/2009 05:33;Product1;1200;Visa
01/25/2009 07:29;Product1;1200;Diners
01/29/2009 23:48;Product1;1200;Visa
01/11/2009 04:34;Product1;1200;Visa
01/17/2009 06:39;Product1;1200;Diners
01/25/2009 08:48;Product1;1200;Mastercard
01/24/2009 13:38;Product1;1200;Mastercard
01/12/2009 13:41;Product1;1200;Amex
01/31/2009 07:13;Product1;1200;Amex
01/21/2009 02:07;Product1;1200;Mastercard
01/04/2009 14:27;Product1;1200;Visa
01/05/2009 15:15;Product1;1200;Amex
01/25/2009 09:27;Product1;1200;Visa
01/07/2009 09:54;Product1;1200;Visa
01/15/2009 11:45;Product1;1200;Diners
01/19/2009 05:56;Product1;1200;Visa
01/04/2009 09:28;Product1;1200;Visa
01/02/2009 04:34;Product1;1200;Visa
01/27/2009 02:57;Product1;1200;Visa
01/19/2009 04:55;Product1;1200;Visa
01/20/2009 10:42;Product2;3600;Diners
01/22/2009 14:25;Product1;1200;Visa
01/08/2009 11:55;Product1;1200;Diners
01/14/2009 11:19;Product1;1200;Visa
01/17/2009 09:49;Product1;1200;Diners
01/10/2009 07:55;Product1;1200;Visa
01/25/2009 02:46;Product2;3600;Visa
01/17/2009 20:46;Product2;3600;Visa
01/20/2009 20:09;Product1;1200;Visa
01/11/2009 06:51;Product1;1200;Visa
01/02/2009 00:50;Product1;1200;Visa
01/03/2009 09:54;Product1;1200;Visa
01/08/2009 23:00;Product1;1200;Visa
01/22/2009 02:16;Product1;1200;Visa
01/21/2009 12:38;Product1;1200;Visa
01/07/2009 13:19;Product1;1200;Visa
01/27/2009 18:06;Product1;1200;Visa
01/15/2009 09:00;Product1;1200;Visa
01/08/2009 19:29;Product2;3600;Mastercard
01/24/2009 23:21;Product1;1200;Visa
01/08/2009 01:59;Product1;1200;Mastercard
01/07/2009 00:12;Product2;3600;Mastercard
01/05/2009 13:52;Product1;1200;Mastercard
01/18/2009 06:30;Product1;1200;Visa
01/14/2009 05:20;Product2;3600;Visa
01/05/2009 19:26;Product1;1200;Visa
01/01/2009 12:25;Product2;3600;Mastercard
01/12/2009 10:05;Product2;3600;Amex
01/05/2009 08:28;Product1;1200;Visa
01/25/2009 08:50;Product1;1200;Mastercard
01/05/2009 07:47;Product1;1200;Amex
01/07/2009 13:01;Product2;3600;Visa
01/24/2009 13:54;Product2;3600;Mastercard
01/14/2009 12:55;Product1;1200;Visa
01/27/2009 13:08;Product1;1200;Mastercard
01/03/2009 13:35;Product1;1200;Mastercard
01/13/2009 14:44;Product2;3600;Visa
01/24/2009 09:30;Product1;1200;Visa
01/28/2009 00:22;Product1;1200;Visa
01/21/2009 23:52;Product1;1200;Visa
01/29/2009 01:01;Product1;1200;Diners
01/27/2009 03:45;Product2;3600;Visa
01/12/2009 23:21;Product1;1200;Mastercard
01/21/2009 11:56;Product1;1200;Visa
01/30/2009 06:18;Product2;3600;Mastercard
01/21/2009 02:20;Product2;3600;Visa
01/25/2009 13:50;Product2;3600;Visa
01/30/2009 01:09;Product1;1200;Mastercard
01/08/2009 11:14;Product2;3600;Visa
01/30/2009 14:36;Product1;1200;Visa
01/26/2009 06:37;Product1;1200;Visa
01/08/2009 02:49;Product2;3600;Mastercard
01/16/2009 05:12;Product2;3600;Visa
01/23/2009 05:52;Product1;1200;Amex
01/13/2009 09:26;Product1;1200;Visa
01/26/2009 13:41;Product1;1200;Mastercard
01/05/2009 00:31;Product1;1200;Mastercard
01/03/2009 06:41;Product2;3600;Visa
01/25/2009 18:21;Product1;1200;Visa
01/28/2009 01:38;Product1;1200;Mastercard
01/12/2009 08:13;Product1;1200;Amex
01/12/2009 12:22;Product1;1200;Mastercard
01/27/2009 03:55;Product1;1200;Amex
01/12/2009 12:04;Product1;1200;Visa
01/19/2009 13:15;Product1;1200;Visa
01/31/2009 11:03;Product1;1200;Visa
01/23/2009 09:09;Product2;3600;Amex
01/20/2009 14:48;Product2;3600;Visa
01/31/2009 04:50;Product1;1200;Mastercard
01/12/2009 07:28;Product1;1200;Amex
01/13/2009 14:05;Product1;1200;Amex
01/27/2009 09:01;Product1;1200;Visa
01/12/2009 11:16;Product1;1200;Visa
01/27/2009 11:02;Product1;1200;Mastercard
01/02/2009 11:06;Product1;1200;Mastercard
01/18/2009 11:03;Product2;3600;Amex
01/14/2009 07:30;Product1;1200;Visa
01/26/2009 01:14;Product1;1200;Visa
01/23/2009 09:27;Product1;1200;Mastercard
01/09/2009 05:15;Product1;1200;Visa
01/24/2009 12:00;Product1;1200;Visa
01/04/2009 05:12;Product1;1200;Visa
01/05/2009 04:10;Product1;1200;Mastercard
01/13/2009 01:51;Product1;1200;Visa
01/16/2009 09:54;Product1;1200;Mastercard
01/25/2009 01:53;Product3;7500;Visa
01/16/2009 06:13;Product1;1200;Mastercard
01/26/2009 23:28;Product2;3600;Amex
01/22/2009 11:10;Product1;1200;Mastercard
01/08/2009 04:15;Product1;1200;Visa
01/28/2009 14:09;Product1;1200;Visa
01/17/2009 04:03;Product1;1200;Visa
01/24/2009 08:51;Product1;1200;Mastercard
01/11/2009 11:33;Product1;1200;Visa
01/08/2009 13:14;Product1;1200;Visa
01/07/2009 08:21;Product1;1200;Visa
01/21/2009 11:36;Product1;1200;Visa
01/01/2009 14:22;Product1;1200;Mastercard
01/10/2009 03:28;Product1;1200;Visa
01/15/2009 10:51;Product1;1200;Mastercard
01/11/2009 14:56;Product1;1200;Visa
01/09/2009 16:35;Product1;1200;Diners
01/06/2009 03:39;Product1;1200;Visa
01/13/2009 09:14;Product1;1200;Visa
01/28/2009 04:35;Product1;1200;Diners
01/25/2009 08:16;Product2;3600;Visa
01/19/2009 10:47;Product1;1200;Mastercard
01/22/2009 12:56;Product1;1200;Visa
01/02/2009 04:21;Product1;1200;Visa
01/08/2009 00:04;Product1;1200;Visa
01/23/2009 14:43;Product1;1200;Visa
01/29/2009 15:03;Product1;1200;Visa
01/07/2009 13:57;Product1;1200;Visa
01/17/2009 20:51;Product1;1200;Visa
01/28/2009 22:02;Product1;1200;Visa
01/05/2009 05:39;Product1;1200;Amex
01/05/2009 13:17;Product1;1200;Mastercard
01/01/2009 05:04;Product1;1200;Mastercard
01/17/2009 12:59;Product1;1200;Diners
01/01/2009 03:51;Product1;1200;Mastercard
01/06/2009 12:27;Product1;1200;Mastercard
01/21/2009 14:25;Product1;1200;Visa
01/23/2009 03:30;Product1;1200;Amex
01/06/2009 14:38;Product2;3600;Mastercard
01/15/2009 07:26;Product1;1200;Mastercard
01/27/2009 12:47;Product1;1200;Visa
01/16/2009 07:58;Product1;1200;Amex
01/17/2009 01:49;Product1;1200;Mastercard
01/19/2009 15:40;Product2;3600;Visa
01/18/2009 12:14;Product2;3600;Mastercard
01/23/2009 12:23;Product1;1200;Mastercard
01/04/2009 03:41;Product1;1200;Mastercard
01/12/2009 05:50;Product3;7500;Mastercard
01/30/2009 23:49;Product2;3600;Visa
01/25/2009 04:34;Product1;1200;Mastercard
01/11/2009 00:15;Product1;1200;Mastercard
01/22/2009 03:57;Product2;3600;Mastercard
01/08/2009 13:33;Product1;1200;Visa
01/22/2009 12:09;Product1;1200;Visa
01/06/2009 17:15;Product1;1200;Visa
01/28/2009 05:36;Product2;3600;Visa
01/01/2009 12:20;Product2;3600;Visa
01/07/2009 12:06;Product1;1200;Visa
01/23/2009 22:19;Product1;1200;Mastercard
01/12/2009 13:41;Product1;1200;Visa
01/07/2009 01:42;Product1;1200;Mastercard
01/17/2009 01:23;Product1;1200;Amex
01/10/2009 09:18;Product1;1200;Diners
01/19/2009 03:25;Product1;1200;Visa
01/26/2009 22:45;Product1;1200;Amex
01/13/2009 05:57;Product1;1200;Visa
01/01/2009 06:29;Product1;1200;Mastercard
01/12/2009 13:23;Product2;3600;Amex
01/07/2009 12:39;Product2;3600;Visa
01/25/2009 10:32;Product1;1200;Mastercard
01/19/2009 04:23;Product2;3600;Mastercard
01/21/2009 04:34;Product1;1200;Visa
01/17/2009 06:23;Product1;1200;Visa
01/31/2009 01:59;Product1;1200;Visa
01/24/2009 01:22;Product1;1200;Visa
01/05/2009 06:12;Product1;1200;Diners
01/16/2009 13:35;Product1;1200;Visa
01/17/2009 07:56;Product3;7500;Diners
01/17/2009 07:58;Product3;7500;Diners
01/18/2009 04:32;Product1;1200;Diners
01/04/2009 13:17;Product1;1200;Mastercard
01/04/2009 01:05;Product1;1200;Diners
01/01/2009 11:05;Product1;1200;Diners
01/10/2009 14:43;Product1;1200;Diners
01/06/2009 15:15;Product1;1200;Mastercard
01/18/2009 05:15;Product1;1200;Diners
01/18/2009 13:26;Product3;7500;Mastercard
01/16/2009 01:07;Product2;3600;Diners
01/08/2009 04:16;Product1;1200;Visa
01/09/2009 14:27;Product1;1200;Visa
01/09/2009 14:32;Product1;1200;Visa
01/22/2009 15:32;Product1;1200;Mastercard
01/11/2009 12:12;Product1;1200;Visa
01/02/2009 18:43;Product1;1200;Visa
01/18/2009 13:59;Product1;1200;Diners
01/18/2009 12:32;Product1;1200;Visa
01/19/2009 12:14;Product1;1200;Mastercard
01/23/2009 04:47;Product1;1200;Mastercard
01/21/2009 11:00;Product1;1200;Visa
01/07/2009 06:33;Product1;1200;Diners
01/05/2009 10:08;Product1;1200;Visa
01/07/2009 14:55;Product1;1200;Visa
01/02/2009 02:50;Product1;1200;Visa
01/26/2009 11:36;Product1;1200;Visa
01/14/2009 03:39;Product1;1200;Visa
01/14/2009 03:47;Product1;1200;Visa
01/13/2009 13:49;Product1;1200;Visa
01/11/2009 07:09;Product1;1200;Visa
01/22/2009 10:47;Product1;1200;Visa
01/18/2009 06:46;Product1;1200;Visa
01/04/2009 06:51;Product1;1200;Visa
01/10/2009 07:37;Product1;1200;Visa
01/27/2009 02:38;Product1;1200;Visa
01/13/2009 02:47;Product1;1200;Visa
01/07/2009 13:28;Product1;1200;Mastercard
01/17/2009 15:19;Product1;1200;Visa
01/02/2009 15:13;Product1;1200;Visa
01/26/2009 14:43;Product1;1200;Visa
01/29/2009 12:46;Product1;1200;Visa
01/30/2009 05:20;Product1;1200;Visa
01/30/2009 06:17;Product1;1200;Visa
01/07/2009 10:52;Product1;1200;Visa
01/03/2009 13:43;Product1;1200;Mastercard
01/11/2009 06:46;Product2;3600;Visa
01/19/2009 14:26;Product1;1200;Mastercard
01/27/2009 12:02;Product1;1200;Visa
01/05/2009 03:03;Product1;1200;Diners
01/29/2009 12:27;Product1;1200;Mastercard
01/23/2009 05:11;Product1;1200;Visa
01/10/2009 04:12;Product1;1200;Visa
01/06/2009 05:02;Product1;1200;Diners
01/05/2009 00:46;Product1;1200;Amex
01/12/2009 15:16;Product1;1200;Visa
01/23/2009 08:00;Product1;1200;Diners
01/20/2009 08:08;Product1;1200;Mastercard
01/02/2009 08:31;Product1;1200;Visa
01/30/2009 17:09;Product1;1200;Mastercard
01/12/2009 20:31;Product1;1200;Visa
01/28/2009 10:37;Product1;1200;Visa
01/05/2009 08:58;Product2;3600;Mastercard
01/12/2009 09:43;Product1;1200;Diners
01/11/2009 10:51;Product1;1200;Mastercard
01/08/2009 11:55;Product2;3600;Visa
01/01/2009 02:09;Product1;1200;Mastercard
01/04/2009 22:00;Product2;3600;Amex
01/10/2009 04:04;Product1;1200;Visa
01/01/2009 10:06;Product2;3600;Mastercard
01/07/2009 08:00;Product1;1200;Mastercard
01/04/2009 10:16;Product1;1200;Mastercard
01/12/2009 01:42;Product1;1200;Mastercard
01/07/2009 05:53;Product1;1200;Visa
01/29/2009 06:49;Product1;1200;Mastercard
01/11/2009 09:50;Product1;1200;Visa
01/08/2009 06:29;Product1;1200;Visa
01/18/2009 00:41;Product2;3600;Visa
01/16/2009 06:04;Product1;1200;Mastercard
01/10/2009 11:53;Product1;1200;Visa
01/16/2009 07:35;Product1;1200;Diners
01/29/2009 07:40;Product1;1200;Amex
01/19/2009 12:38;Product1;1200;Visa
01/07/2009 13:38;Product1;1200;Mastercard
01/13/2009 01:55;Product1;1200;Mastercard
01/28/2009 11:36;Product1;1200;Diners
01/10/2009 03:43;Product1;1200;Visa
01/04/2009 14:11;Product1;1200;Visa
01/15/2009 03:43;Product1;1200;Visa
01/07/2009 06:11;Product2;3600;Visa
01/05/2009 02:57;Product3;7500;Visa
01/15/2009 01:41;Product1;1200;Diners
01/16/2009 05:07;Product1;1200;Amex
01/26/2009 03:49;Product2;3600;Mastercard
01/09/2009 14:25;Product1;1200;Amex
01/09/2009 01:12;Product1;1200;Visa
01/05/2009 06:14;Product1;1200;Mastercard
01/16/2009 07:20;Product2;3600;Mastercard
01/13/2009 15:19;Product2;3600;Visa
01/28/2009 01:28;Product1;1200;Diners
01/22/2009 12:55;Product1;1200;Visa
01/27/2009 02:35;Product1;1200;Visa
01/14/2009 00:15;Product2;3600;Visa
01/22/2009 07:35;Product1;1200;Visa
01/29/2009 16:07;Product1;1200;Diners
01/12/2009 14:37;Product1;1200;Mastercard
01/05/2009 05:30;Product1;1200;Visa
01/26/2009 16:47;Product1;1200;Visa
01/29/2009 12:53;Product1;1200;Visa
01/08/2009 09:43;Product1;1200;Visa
01/02/2009 13:35;Product1;1200;Visa
01/21/2009 23:41;Product1;1200;Visa
01/19/2009 04:22;Product1;1200;Diners
01/09/2009 03:03;Product2;3600;Amex
01/02/2009 01:11;Product1;1200;Mastercard
01/26/2009 11:19;Product1;1200;Mastercard
01/20/2009 02:17;Product1;1200;Diners
01/03/2009 13:24;Product1;1200;Visa
01/03/2009 13:11;Product1;1200;Mastercard
01/02/2009 12:18;Product1;1200;Visa
01/01/2009 01:51;Product1;1200;Mastercard
01/03/2009 07:58;Product1;1200;Mastercard
01/05/2009 12:28;Product1;1200;Visa
01/16/2009 10:58;Product1;1200;Visa
01/13/2009 01:46;Product1;1200;Mastercard
01/29/2009 02:48;Product1;1200;Visa
01/24/2009 03:36;Product1;1200;Visa
01/06/2009 06:07;Product1;1200;Visa
01/21/2009 04:46;Product1;1200;Visa
01/12/2009 00:17;Product1;1200;Mastercard
01/13/2009 12:51;Product1;1200;Visa
01/05/2009 11:44;Product1;1200;Visa
01/21/2009 04:11;Product1;1200;Visa
01/29/2009 08:27;Product2;3600;Visa
01/04/2009 05:13;Product1;1200;Visa
01/19/2009 06:52;Product1;1200;Diners
01/21/2009 21:37;Product1;1200;Visa
01/21/2009 20:02;Product1;1200;Mastercard
01/05/2009 11:37;Product1;1200;Visa
01/10/2009 21:38;Product1;1200;Visa
01/04/2009 08:39;Product2;3600;Diners
01/07/2009 20:22;Product1;1200;Visa
01/08/2009 20:32;Product1;1200;Visa
01/08/2009 13:34;Product1;1200;Visa
01/12/2009 19:04;Product1;1200;Visa
01/01/2009 20:28;Product1;1200;Visa
01/03/2009 15:22;Product1;1200;Mastercard
01/04/2009 07:54;Product1;1200;Visa
01/06/2009 21:13;Product1;1200;Visa
01/12/2009 11:48;Product1;1200;Visa
01/06/2009 07:23;Product1;1200;Visa
01/15/2009 11:56;Product1;1200;Visa
01/15/2009 11:58;Product1;1200;Visa
01/15/2009 12:54;Product1;1200;Mastercard
01/04/2009 23:48;Product1;1200;Diners
01/13/2009 20:59;Product1;1200;Mastercard
01/04/2009 12:49;Product1;1200;Diners
01/05/2009 16:55;Product1;1200;Visa
01/04/2009 09:02;Product1;1200;Visa
01/13/2009 20:22;Product1;1200;Visa
01/01/2009 14:19;Product1;1200;Mastercard
01/26/2009 10:24;Product1;1200;Visa
01/13/2009 09:51;Product1;1200;Mastercard
01/12/2009 10:06;Product1;1200;Mastercard
01/01/2009 19:25;Product1;1200;Diners
01/25/2009 08:32;Product1;1200;Visa
01/28/2009 03:07;Product1;1200;Visa
01/23/2009 09:49;Product1;1200;Visa
01/06/2009 09:55;Product1;1200;Mastercard
01/24/2009 17:06;Product1;1200;Visa
01/07/2009 08:03;Product1;1200;Amex
01/04/2009 21:08;Product1;1200;Mastercard
01/10/2009 21:35;Product1;1200;Mastercard
01/22/2009 07:14;Product1;1200;Visa
01/28/2009 13:03;Product2;3600;Amex
01/21/2009 20:18;Product1;1200;Amex
01/12/2009 11:40;Product2;3600;Visa
01/14/2009 08:16;Product2;3600;Amex
01/08/2009 10:13;Product1;1200;Diners
01/10/2009 13:42;Product1;1200;Visa
01/02/2009 10:58;Product2;3600;Visa
01/15/2009 05:27;Product2;3600;Visa
01/05/2009 12:41;Product1;1200;Visa
01/28/2009 12:54;Product2;3600;Mastercard
01/08/2009 12:46;Product1;1200;Mastercard
01/11/2009 09:55;Product1;1200;Visa
01/09/2009 08:35;Product1;1200;Amex
01/09/2009 20:25;Product1;1200;Diners
01/15/2009 21:53;Product1;1200;Visa
01/13/2009 11:56;Product1;1200;Diners
01/24/2009 20:58;Product1;1200;Visa
01/04/2009 10:44;Product1;1200;Diners
01/03/2009 18:43;Product1;1200;Visa
01/08/2009 10:44;Product1;1200;Visa
01/24/2009 12:56;Product1;1200;Visa
01/05/2009 09:15;Product1;1200;Visa
01/26/2009 10:26;Product1;1200;Visa
01/28/2009 07:26;Product1;1200;Visa
01/20/2009 08:58;Product1;1200;Visa
01/17/2009 10:14;Product1;1200;Mastercard
01/31/2009 13:26;Product1;1200;Visa
01/25/2009 16:08;Product1;1200;Diners
01/04/2009 22:18;Product2;3600;Mastercard
01/29/2009 21:40;Product1;1200;Visa
01/07/2009 19:18;Product1;1200;Mastercard
01/06/2009 20:39;Product2;3600;Mastercard
01/20/2009 17:23;Product2;3600;Visa
01/02/2009 10:32;Product1;1200;Mastercard
01/08/2009 12:03;Product1;1200;Diners
01/07/2009 13:26;Product1;1200;Visa
01/22/2009 15:59;Product2;3600;Visa
01/13/2009 13:19;Product2;3600;Mastercard
01/30/2009 20:58;Product2;3600;Mastercard
01/20/2009 10:05;Product2;3600;Visa
01/19/2009 03:19;Product1;1200;Mastercard
01/17/2009 11:09;Product1;1200;Mastercard
01/14/2009 10:32;Product3;7500;Mastercard
01/24/2009 10:26;Product1;1200;Visa
01/25/2009 19:44;Product1;1200;Mastercard
01/18/2009 17:55;Product1;1200;Amex
01/23/2009 07:13;Product1;1200;Visa
01/11/2009 14:17;Product1;1200;Visa
01/07/2009 07:19;Product1;1200;Amex
01/30/2009 05:13;Product1;1200;Visa
01/26/2009 01:44;Product2;3600;Visa
01/24/2009 11:54;Product1;1200;Visa
01/19/2009 06:50;Product1;1200;Amex
01/06/2009 14:08;Product1;1200;Mastercard
01/06/2009 06:31;Product1;1200;Visa
01/12/2009 06:40;Product1;1200;Visa
01/16/2009 01:51;Product1;1200;Visa
01/24/2009 08:21;Product1;1200;Mastercard
01/24/2009 08:25;Product1;1200;Mastercard
01/06/2009 05:10;Product1;1200;Visa
01/21/2009 14:34;Product1;1200;Mastercard
01/25/2009 11:52;Product2;3600;Mastercard
01/05/2009 13:23;Product1;1200;Visa
01/03/2009 14:44;Product1;1200;Visa
01/05/2009 20:00;Product2;3600;Visa
01/06/2009 01:20;Product1;1200;Mastercard
01/11/2009 02:04;Product1;1200;Visa
01/12/2009 01:37;Product1;1200;Visa
01/04/2009 01:38;Product1;1200;Amex
01/20/2009 03:51;Product1;1200;Visa
01/09/2009 14:51;Product1;1200;Visa
01/16/2009 18:36;Product1;1200;Visa
01/02/2009 02:28;Product1;1200;Mastercard
01/11/2009 22:22;Product2;3600;Visa
01/07/2009 10:03;Product1;1200;Mastercard
01/18/2009 03:46;Product1;1200;Visa
01/01/2009 08:09;Product1;1200;Mastercard
01/30/2009 17:33;Product1;1200;Visa
01/04/2009 16:59;Product1;1200;Visa
01/02/2009 22:44;Product2;3600;Visa
01/26/2009 20:18;Product1;1200;Mastercard
01/08/2009 23:40;Product1;1200;Visa
01/24/2009 18:30;Product1;1200;Visa
01/14/2009 06:35;Product1;1200;Visa
01/31/2009 23:09;Product1;1200;Diners
01/24/2009 03:25;Product1;1200;Visa
01/12/2009 23:35;Product1;1200;Visa
01/01/2009 21:40;Product1;1200;Mastercard
01/22/2009 14:32;Product1;1200;Visa
01/23/2009 05:14;Product1;1200;Visa
01/03/2009 14:17;Product2;3600;Visa
01/04/2009 17:34;Product1;1200;Mastercard
01/19/2009 01:52;Product1;1200;Amex
01/14/2009 00:03;Product2;3600;Mastercard
01/20/2009 13:54;Product1;1200;Mastercard
01/23/2009 21:35;Product1;1200;Visa
01/06/2009 02:41;Product1;1200;Visa
01/02/2009 17:24;Product2;3600;Diners
01/04/2009 18:57;Product1;1200;Mastercard
01/23/2009 12:42;Product2;3600;Mastercard
01/07/2009 19:48;Product2;3600;Mastercard
01/25/2009 05:57;Product1;1200;Amex